Time,UserName,Tweet_text,All_Hashtags,Followers_count
2021-07-23 23:59:55,LOLGOP,The GOP saw that aggressively trying to kill their constituents with Covid-19 worked too well So they decided to muddy the waters with a few careful statements that did nothing to change the party's anti-vax posture And people fell for it. That's all that happened this week.,[],351459
2021-07-23 23:59:55,ChelmsfordMaria,Great Yanks...more backbone and brains than us Brits!! Hesitancy battle lost Vast majority of unvaccinated Americans say they WON’T be getting Covid-19 jabs poll shows https://t.co/tpy1fCNL0G,[],294
2021-07-23 23:59:54,TrustyShoes,Lol at these notes on every patient when they come to triage “Patient mentions they are not COVID-vaccinated”,[],1648
2021-07-23 23:59:54,pigletbagels,_lady I’m asking you specifically you said you had COVID. I’ve seen no evidence of “extra protection that’s a marketing message.,[],7
2021-07-23 23:59:53,ColbyVote,Apparently what happens in Vegas does not stay in Vegas.. #Covid_19 #DeltaVariant https://t.co/n7H7q1eWWc,"['Covid_19', 'DeltaVariant']",9716
2021-07-23 23:59:53,cloudcuckoo00,If my reasoning is correct then we have no choice COVID will become endemic and nothing can avoid it The goal should be to vaccinate to protect against severe disease limit spread insofar as that gives time to pace spread and vaccinate not only ourselves but world (1/2),[],1348
2021-07-23 23:59:52,lacjap,Can you please focus on the protection from Covid infection of said students?,[],234
2021-07-23 23:59:52,Michellelanious,_covid the most they will do is menzahirkan kempen pushup4[insert cause] hantar cupcake &amp kfc post wellington boots i mean beef (bagus juga kalau dia makan boots),[],2131
2021-07-23 23:59:51,johnhalac,__COVID 😂 As of we’re going to listen to some psycho dude that thinks he’s a woman Yeah sure Ok 😂😂,[],3
2021-07-23 23:59:51,LoveladyYa,My neighbours have had both jabs now in isolation again with...Covid you can still get it even jabbed !,[],557
2021-07-23 23:59:51,AnnieMendoza200,"_dr Dr Quay is trying to persuade the world (China US etc to find out the origins of COVID He wants to ""avoid a next possible biological catastrophe.",[],25
2021-07-23 23:59:50,Artslyrics3,SPOILER ALERT Michael Myers and Laurie Strode die from complications due to Covid 19 since #Halloweenends takes place a few years from #halloweenkills #HalloweenEndsCovid19 _blum,"['Halloweenends', 'halloweenkills', 'HalloweenEndsCovid19']",586
2021-07-23 23:59:50,misterj006,Covid and Monkeypox https://t.co/6H6gO7xCnB https://t.co/dMTkVVE0mS,[],687
2021-07-23 23:59:49,ThandoMor,The vaccine will not stop covid from damaging your lungs Even after vaccination wear a mask sanitise and practice physical distancing.,[],172
2021-07-23 23:59:49,GStreepy,must have a magic wand(pen to right the wrong in Morgantown Mylan and any remaining pharmaceutical firms need to be retained in America &amp supply trains need to be within our borders for National security as the recent debacle gearing up for Covid 19 exposed.,[],113
2021-07-23 23:59:49,Marshafactor1,Where’s the line for people who had Covid and have a natural superior immunity trust science?,[],1131
2021-07-23 23:59:49,fl85,Busted Again Johnson %26 Johnson Recalls Sunscreens Due To Low Levels Of Cancer-Causing Ingredient Remember%2C They Are Making COVID Shots https://t.co/ZuD6X8b6f9,[],1816
2021-07-23 23:59:49,grrenshaw,How about the crimes of insurrection &amp assault? Lying to the American people about voter fraud? Recklessly discouraging ppl from getting vaccinated for political gain putting our COVID &amp economic recovery at risk? Clocking the courts with frivolous baseless lawsuits?,[],538
2021-07-23 23:59:48,joshieyamaguchi,I lost 8 pounds off covid IKTR https://t.co/1UFJvuvTuC,[],3893
2021-07-23 23:59:48,TR76News,Federal Court Rules CDC's COVID-19 Eviction Moratorium Is Unlawful #News https://t.co/8yJkF3hBDZ,['News'],236
2021-07-23 23:59:47,not_gabz,Okay covid is def back! 6 different family members (who were hot hanging w each other got covid this week and 2 are in ICU.,[],160
2021-07-23 23:59:46,IDR93413102,On Planet America last night a new COVID variant called Delta Plus was mentioned...did I hear correctly and does anybody know anything about?,[],257
2021-07-23 23:59:46,justinhendrix,"""In the most likely scenario.. the U.S reaches only 70 vaccination among eligible Americans and the delta variant is 60 more transmissible. In that scenario at the peak in mid-Oct there would be around 60,000 cases and around 850 deaths each day..."" https://t.co/YEJfpBwDJM",[],86648
2021-07-23 23:59:46,nytimesarts,The Public Theater has canceled its third consecutive performance of “Merry Wives after a crew member tested positive for the coronavirus on Wednesday https://t.co/RFydomqIq0,[],2706105
2021-07-23 23:59:46,BiblioSpork,Nope I don’t trust her All of her videos minimize covid and she’s got a book out called “virus mania” 🙄,[],51
2021-07-23 23:59:46,103Scoutmom,Pfizer Says US Govt Buying 200 Million More Doses of COVID-19 Vaccine https://t.co/PYBBf9S3uj Download our app to read more at https://t.co/QhpZmHR7RY,[],255
2021-07-23 23:59:45,jamie19554875,And when they say jump off a cliff do that too as the less ppl around the less chance of Covid spreading FFS get a grip on reality ppl,[],3
2021-07-23 23:59:45,KathrynOBrienS,Covid vaccinations can save your life. Covid vaccinations are free. Please people #GetVaccinated. Asking for everyone who is vaccinated. Asking for immune compromised people. Asking for kids under 12. Asking for your family and friends. Just do it please.,['GetVaccinated'],80
2021-07-23 23:59:44,Carlossbarloss,u got COVID bae,[],407
2021-07-23 23:59:43,newenglandgrl,65 and older will probably need boosters for Covid https://t.co/egTAG4mG8z,[],4353
2021-07-23 23:59:43,Eli81653465,Covid has been around for two years and still hasent got me Damn even a global pandemic don't want me 😔😐,[],0
2021-07-23 23:59:43,Paladin1145,It's stories like these that make me want to see a class action lawsuit by parents of any children who die of covid in one of these states Name everyone that voted for it and the signing governor Murderers all of them https://t.co/beKY6jxPXo,[],211
2021-07-23 23:59:42,HannahKat01,My 83y/o father in law got vaccinated as early as possible Monday he was diagnosed with covid and is hospitalized Please be careful out there This isn't over.,[],1996
2021-07-23 23:59:41,Dwayne_MurphyII,_nyc This one really breaks down how fast covid mutates in people with immune deficiencies. https://t.co/3gX0lsqxPc,[],29
2021-07-23 23:59:41,ProDJDrops,Chicago house legend Paul Johnson is in intensive care with Covid-19 https://t.co/reE444wKvF,[],311
2021-07-23 23:59:41,mondelo_larry,__COVID I guess that’s you https://t.co/C7y4XOKtK5,[],479
2021-07-23 23:59:40,scottdrum,"Forbes ""reported a year ago that mask wearing was responsible for preventing the spread of Covid in Japan This was obviously an ungrounded opinion not fact-based Are the people at rightfully chagrinned https://t.co/68aknV4jBE",[],246
2021-07-23 23:59:40,amadedon,_Drumpf Or maybe the female game should form their own world body so that they are no longer subsidised by the male game. Maybe they should start from scratch the way male football started over 100 years ago with none of the existing stadiums and other facilities.,[],60
2021-07-23 23:59:40,Jerry____B,Pls They had to make do with the groupon ceremony Covid really screwed things up,[],186
2021-07-23 23:59:39,Adivi_Shaw,__COVID I wouldn’t take advice from her or Fauci My husband was a real doctor.,[],1498
2021-07-23 23:59:39,annabella_fleur,Whether you’re in the situation or not because of Covid it is not the job of the CDC to decide that It is the job of your governor or local government not the Feds Also a face diaper will do jack shit to curb the spread But you do you and that is okay.,[],38
2021-07-23 23:59:39,Edge_twattersux,And there will be no plan The inevitable path is to open up and let Covid spread The sooner the better too.,[],127
2021-07-23 23:59:39,nancy_harner,I've got the key marketing strategies to sell your home during COVID-19 Call me to find out more https://t.co/wi7In0Fw6o,[],9
2021-07-23 23:59:39,marina_waffles,Chill Why all the caps Yes you can go ahead take over some land and give them covid just how the white settlers came and gave diseases to the natives Bye Felicia.,[],60
2021-07-23 23:59:39,lou_permaul,People like you are part of the problem Try to understand what the vaccine is Being married to a family medicine physician I hear all the stories and some of her patients died from Covid!,[],20
2021-07-23 23:59:38,allahuakblart,Why do you care about animal testing when it’s already passed human trials And the vaccine’s been around for over a year now we’re fairly confident that there’s no long term effects At any rate the risk of long term Covid symptoms far far outweighs long term vaccine effects.,[],3
2021-07-23 23:59:38,lonestarmoocher,Family says Tennessee-based radio host Phil Valentine conservative radio host has changed his tune on vaccines after he was hospitalized with Covid-19 IMAGINE THAT !!!,[],11366
2021-07-23 23:59:38,bobbobandbob34,Will never happen they need to keep the scaremongering &amp propaganda up some hoe so they can justify the things they've done/doing Bit like that they should be recording deaths that covid was the primary reason/infection &amp not within 28 days of a positive test,[],21
2021-07-23 23:59:38,Jennife43608785,For the love of Pete you do realize asthma is an underlying condition that covid will attack grow the hell up,[],53
2021-07-23 23:59:38,snarkofthebeast,I love how many of the comments on this are defensive/dismissive of her for even suggesting this Like dude she's one of you. https://t.co/Gfush5LPiX,[],1135
2021-07-23 23:59:37,bbttychmbrs,Kevin Connolly's Newborn Taken to E.R. Diagnosed with COVID 'Hard When Your Kid Is Sick https://t.co/FROwfiH9IL,[],1481
2021-07-23 23:59:37,LHSolomon,hi Kevin from Larry &amp Jan former Beach Club guests wishing your son all the best in Tokyo I’m sure your not there with him re COVID but in spirit surely.,[],0
2021-07-23 23:59:37,danielleussink,Olympics-Rowing-Dutchman Florijn ruled out after positive COVID-19 test https://t.co/R7qsMPp9gi,[],631
2021-07-23 23:59:37,aaronbrazell,The Opening Ceremonies start now (I mean 13 hours ago after a Covid year It’s been a year folks It’s been a year #Olympics,['Olympics'],8676
2021-07-23 23:59:36,Thee_Instig8or,My oldest daughter has autism &amp reacts severely to vaccines quite often She is deathly afraid of getting the covid vaccine But in a brave move she’s getting it anyway She is doing it not just to protect herself but to protect her community. Follow her example and stop the BS https://t.co/wTQfvQyVIy,[],69
2021-07-23 23:59:35,sdcrypto76,There were Republicans around and she was just trying to keep the kid safe from Covid and Insurrections give her a break please,[],7
2021-07-23 23:59:35,AmeenKh94281645,Asalam valyakum Sonu Sood bhai iam ameen Khan from Bangalore City my wife operation was done by last year July since that time iam in deep financial problems and deep other problems also I have lots credit and home less and not have any work I also was a covid patient this year,[],1
2021-07-23 23:59:35,AZAPACHE2009,Though deaths of Covid have remained under 20 for couple weeks Covid is now treatable n physical care &amp therapy have gotten way better Including the proper meds ORANGE MAN BAD was saying,[],192
2021-07-23 23:59:35,newsoneplace,(BBC News):#Covid The holiday makers having to self-isolate abroad Some holidaymakers who tested positive for Covid while abroad are having to stay and self-isolate . #TrendsSpy https://t.co/K5k4FCbamL,"['Covid', 'TrendsSpy']",809
2021-07-23 23:59:35,tomd400,He sang 'Vaxman song now he's hospitalized with COVID https://t.co/I3affhIVF4 via,[],44
2021-07-23 23:59:35,purementalaid,I have ditched the masks and gone into shops without one since 19th of July and it feels so good to be free #Covid #unmasked #mask #facemasks #BorisJohnsonIsAliar #antilockdownmarch #lgbt #fuckyou,"['Covid', 'unmasked', 'mask', 'facemasks', 'BorisJohnsonIsAliar', 'antilockdownmarch', 'lgbt', 'fuckyou']",596
2021-07-23 23:59:35,sugarcactus,Like please ppl vax up or pls mask up &amp let’s band together against Covid Not sure why some ppl are anti mask…maybe put your energy towards being anti racist or anti cancer—a better use of energy 💕💕,[],14
2021-07-23 23:59:34,Desert_Goddess,Death is not the end point sweetheart The more infections the more opportunities for Long Covid,[],471
2021-07-23 23:59:33,MissMags9,Right with covid cases rising again and the anti-vaxxers still bleating nah,[],45
2021-07-23 23:59:33,maximiliidae,Also everyone thinks I'm mixing words when I bring it up because of the delta-9 covid strain but I know what I'm talking about! 🤣🤣,[],144
2021-07-23 23:59:33,LordSophia666,"If the Covid-19 vaccine is sooo ""effective then why are vaccinated people still catching the virus and dying from it https://t.co/XVZjKKqSZH",[],316
2021-07-23 23:59:33,CulverCityNIMBY,#GetVaccinated Too Little Too Late For Republicans Finally Advocating Covid Vaccines https://t.co/lTBJAP2FsB via,['GetVaccinated'],430
2021-07-23 23:59:33,triracr1,_Drumpf …until they can beat 15 year old boys you may want to reconsider that 🙄,[],28
2021-07-23 23:59:32,MinnVictoria,good luck with the death lottery Your positions on Covid are deadly Is this what Jesus would do Poor role model for your kids Are they vaccinated for MMR polio etc Do better For kids first responders who have no choice but to treat you at their risk.,[],9
2021-07-23 23:59:32,THEWRESTLEDUDE,Better check out some of that weird Covid fanfiction I'm still shocked that's a thing.,[],338
2021-07-23 23:59:32,6nsinvt,Maybe there’d be more “commonsense in #Alabama if had modeled “commonsense day one of #Covid pandemic 🙄 #GOPDeathCult #GOPLiesAboutEverything #GOPHypocrisy #GOPBetrayedAmerica,"['Alabama', 'Covid', 'GOPDeathCult', 'GOPLiesAboutEverything', 'GOPHypocrisy', 'GOPBetrayedAmerica']",4937
2021-07-23 23:59:31,Busza_,Intelligent people don’t cruise until covid is over You get Covid on a cruise ship you can kiss your life goodbye https://t.co/rgvWOCn55F,[],720
2021-07-23 23:59:30,Swfc1867jm,But aussies have handled covid perfectly The world is fucked https://t.co/fsFdFILhVs,[],206
2021-07-23 23:59:30,Save_my_Canada,consequences for spreading COVID misinformation college They only named one doctor Dr Charles Hoffe from Lytton The warning from the collage of physicians did not stop him and other doctors from trying to warn people Do you suppose maybe someone was trying to get the,[],550
2021-07-23 23:59:29,KimInsley,Concern growing as Covid hospitalizations rise https://t.co/HWUpaKDNTZ,[],14067
2021-07-23 23:59:29,lostinlalalandd,If you went to rolling loud please stay clear away from me I wonder what the covid stats will be after this https://t.co/LzllWvhBnh,[],394
2021-07-23 23:59:28,KeighleyChenry,You obviously have covid 😉,[],609
2021-07-23 23:59:28,amandawinnlee,I’m in the Urgent care waiting room A guy sat down with his little girl right fucking next to me I told him I’m here for a COVID test and it’s not safe to sit that close to me He said “I’ll determine that thank you very snottily Okay my dude your funeral 🤷🏻‍♀️,[],12753
2021-07-23 23:59:28,Liz_SouthAfrica,Sean Penn refuses to go back to work until the entire cast and crew are vaccinated Personally I think that's his right not to endanger himself and his loved ones Anything that gets more people vaccinated works for me. https://t.co/26aSUpWruu,[],21818
2021-07-23 23:59:28,costa10_lauren,Restaurants have been atrocious since covid Their food sucks they close before their designated hours they don’t answer phone calls…and they want to complain about angry customers https://t.co/LxEsZiGjix,[],40
2021-07-23 23:59:27,Angelakg5,Names of the hospital my friends husband w covid is Baptist Beaumont Texas somebody in Texas needs to go to hospital and ask if they don't test variants how do we know if there is any 👇 https://t.co/qvXz17Q009,[],430
2021-07-23 23:59:27,durteethoughts,Agreed but COVID is much more deadly than SARS &amp H1N1 All viruses are different and all vaccines are different I have no problem with the vaccine What I have a problem with is criticizing ppl who are hesitant and attempted mandating,[],332
2021-07-23 23:59:27,rennymc33,Please help #Covid #LongHaulers in #Boston #MA with extended #Stimulus payments We are debilitated unable to work and are the forgotten ones in desperate need of help 🙏🏼,"['Covid', 'LongHaulers', 'Boston', 'MA', 'Stimulus']",78
2021-07-23 23:59:27,beckyjsanderson,So true a great article as usual by ⁦⁦⁦ Australia's COVID crisis reaches boiling point Morrison seems unable to articulate what's wrong with our lack of policy ABC News https://t.co/FOCC1NVhiq,[],188
2021-07-23 23:59:26,AlbertoMiguelF5,"""According to Bloomberg the countries now most resilient to Covid and its variants are all among the richest the United States New Zealand Israel France the UK and Spain along with some wealthier East Asian countries including China. https://t.co/NZbVCV6zTl",[],17950
2021-07-23 23:59:26,fatphillycat,That other COVID was Reggie This new Strain is straight gas!,[],398
2021-07-23 23:59:26,warrenwilson72,So so many things he/they don't get Tragedy far beyond covid.,[],183
2021-07-23 23:59:26,Spirittip,If me or a family member contracted COVID from someone working in a hospital who was not vaccinated...⬇️⬇️ And that's a promise https://t.co/AV98Vk0SWR,[],783
2021-07-23 23:59:25,PSUSMC99,Sarah Huckabee Sanders promises she ‘will not take basic steps to fight COVID if elected Raw Story Celebrating 17 Years of Independent Journalism https://t.co/IgRpG5gRPg,[],353
2021-07-23 23:59:25,NoGodDamnYou,14 hour wait in a car and turned away! Protecting the health of SA Lib-style! And you voted for these morons! Amazing 3rd world stuff. ADF Red Cross deployed to assist in SA COVID-19 testing efforts following 14-hour waits at some sites https://t.co/78tPMlLbnp,[],2512
2021-07-23 23:59:25,MatthewEMay,Can't imagine who's responsible for this https://t.co/TwtiAif10L,[],10503
2021-07-23 23:59:25,sameneko5,I plan my break today* And thats nice It’s sad that covid is here or i would’ve wanted to go visit the stadium :(,[],44
2021-07-23 23:59:25,mattatmattatmat,it was that one from like 2 days ago about testing negative for covid after an orgy,[],377
2021-07-23 23:59:25,Not1Witness,I can't wrap my head around the idea of going to a hospital where workers are refusing to vaccinate If I can't be assured that Covid is being mitigated in a hospital I will refuse to go.,[],1851
2021-07-23 23:59:24,CapeCodCharlie,FYI...thats whats happening here on cape..its on both radio and local channels A nursing home in yarmouth had 50 test positive...all vaccinated including staff.. https://t.co/5elcwTJUjt,[],517
2021-07-23 23:59:23,_kencia,At This Point COVID Isn’t Ever Going To Go Away.,[],1472
2021-07-23 23:59:23,beth_run,Well that’s a shame Because putting more care and consideration into ice cream this week alone than you have into Covid over the past year and a half is just embarrassing and so so wrong 🦠💀🦠,[],2273
2021-07-23 23:59:23,doxiedebbie,What you should know about the Delta variant of the CV https://t.co/D6xI0kNW3d,[],8318
2021-07-23 23:59:22,nanananaaa7_,Olympics is actually dangerous considering many athletes from all over the world gather there Who knows what kind of covid variant they are carrying plus 15 of them still not vaccinated Malaysian athletes please take caree😭😭,[],58
2021-07-23 23:59:22,nofknway000000,Of the 106 in hospital 94 were in for routine elective procedures and asymptomatic but tested positive for covid They are described as being 'Grand now' There may be &gt;36 false positives Seems we just make shit up now for news More factual than RTE's manipulations.,[],2
2021-07-23 23:59:21,dpbill2,__COVID Get that man out of here,[],24
2021-07-23 23:59:21,BanglaViral,South Australia records one new case of COVID-19 Coronavirus 9 News Australia https://t.co/g8mGZrlgEb,[],329
2021-07-23 23:59:21,misfiles76,I got a pretty bad case of covid after my first shot and will probably have to either lie or fight tooth and nail just to attend university this fail I will not take another shot no matter what It's incredibly unfair and frustrating,[],14
2021-07-23 23:59:21,matt_j_lewis,Really difficult to find much sympathy for a conservative anti-vax radio host who then contracts #Covid and only after getting seriously ill says he regrets his stance Honestly fuck right off Moron https://t.co/qqKZ5r4M5H,['Covid'],607
2021-07-23 23:59:21,jjsmokkieBOY57,Texas students won’t be required to wear masks What does that mean as a new COVID strain spreads https://t.co/RlgE5YSNJ4 MANY WILL GET SICK SOME DIE &amp INFECT PARENTS &amp GRANDPARENTS AGAIN ALL ON ABOOT HIM OUT**,[],42745
2021-07-23 23:59:20,RawDogRick,you know why cuz we dont gaf no one living there life worried about the what ifs theres a million things that can kill you fuck covid and the vaccine mfs do not care,[],11
2021-07-23 23:59:19,fatiguecity,‘Absolutely urgent’ COVID-positive flight attendant flew between FOUR Queensland locations https://t.co/tFJ9ZNwj31 https://t.co/Z5jk6kUCYK,[],1376
2021-07-23 23:59:19,LOTR2021,_1984 _pea619 _budget The same way they say “we can’t prove the vaccine is related I feel the same about covid death count Many people counted as covid death arguably shouldn’t be.,[],1428
2021-07-23 23:59:19,alivia_dey,Great summary of the debate of risks of GOF research vs inadequate safety governance ethics and regulations No freedom to fulfill scientific curiousity should not come at the cost of human lives and others explain #GainOfFunction #Covid_19 https://t.co/HYp26XKdds,"['GainOfFunction', 'Covid_19']",149
2021-07-23 23:59:18,SoArchaic,According to the Covid Zoe Project in UK the most common Covid symptoms in vaccinated people are different headache runny nose and sneezing Sounds like allergies Maybe get tested if you are vaxx’d and start to notice these!,[],42
2021-07-23 23:59:18,grogger16,Fancy the NSW Premier calling for this and declaring a 'National Emergency when she's the 'National Disgrace for her mismanagement of COVID outbreaks.,[],9
2021-07-23 23:59:18,Bigrig_North,In Illinois a state with a 50 vaccination rate only 2.3 of Covid deaths this year were vaccinated And THEY probably caught it from some anti-vac nitwit like yourself Don't want the shot Fine But that should also mean no other health care/ventilators when you get it.,[],46
2021-07-23 23:59:18,OnANiteLikeThis,Stupid man who will raise his children if he dies from covid His children have a much higher chance of him dying in a car accident or from a bullet than of a covid vaccine And he has a pretty high chance of dying of covid itself SAD,[],141
2021-07-23 23:59:18,dana_hurley,I’m so confused We have such high vaccination rates in KC but the rates of Covid and hospitalizations are increasing Seems no end…,[],649
2021-07-23 23:59:18,achawacha,They pray to the Creator but do they ever think that His answer to their Covid prayers was a vaccine to keep them safe?,[],33
2021-07-23 23:59:18,B31deborDeb,Not to defend her…but in that clip she was laughing at a women suggesting skinny people get covid There’s plenty of legitimate grotesquely ignorant bigoted shit to call her out on,[],349
2021-07-23 23:59:17,MKKyaw37490642,WE NEED HELP FOR COVID-19 JUNTA USES COVID AS WEAPONS #ICJ_BringSACToJustice #MyanmarCovidSOS #WhatsHappeningInMyanmar https://t.co/8T80B65m8a,"['ICJ_BringSACToJustice', 'MyanmarCovidSOS', 'WhatsHappeningInMyanmar']",269
2021-07-23 23:59:17,starsizzle,Ppl are getting Covid lol,[],979
2021-07-23 23:59:16,marwood_lennox,That's part of it but things like the Covid restrictions which are maintained by tech but actually date to Medieval medicine are also an example of the above.,[],1334
2021-07-23 23:59:16,drpatfarrell,St Louis City and County to Require Masks to Limit Spread of COVID-19 Delta Variant https://t.co/3WKCkqrBiF,[],9498
2021-07-23 23:59:16,PrimeTym21,_edger _62 Which makes covid FAR more deadly,[],22
2021-07-23 23:59:16,ThidaAye1995,Chanting revolutionary songs &amp slogans was rising loud &amp proud from the Insein prison today where political activists are detained as a protest against lack of proper medical care for covid-19 &amp strict restrictions in prison #WhatsHappeningInMyanmar https://t.co/yNFsBmes7M,['WhatsHappeningInMyanmar'],456
2021-07-23 23:59:15,LynnSchore,"Defense Department has 2,000 breakthrough COVID cases - meaning vaccinated people who are sick. #ShutHerDown #Biden #DeltaVariant #GammaVariant #LambdaVariant #newkindofstupid #BlackMenInWhiteCoats #BlackLivesMatter #BlackTwitter https://t.co/93mCJyLYwW","['ShutHerDown', 'Biden', 'DeltaVariant', 'GammaVariant', 'LambdaVariant', 'newkindofstupid', 'BlackMenInWhiteCoats', 'BlackLivesMatter', 'BlackTwitter']",306
2021-07-23 23:59:15,PameLaFF,Good news about covid vaccines✌ Let's hope they are good for all mutations besides Alpha &amp Delta. Covid is with us for the foreseeable future as long as people shun science facts &amp avoid protecting their families against covid. Get vaxxed💉 Save American's Lives!,[],1605
2021-07-23 23:59:14,DPurdef,What if it wasn’t Covid killing patients rather intubation?,[],98
2021-07-23 23:59:14,howappealing,“DeSantis asks Supreme Court to rule on cruises as CDC COVID-19 rules tossed out” Taylor Dolven of The Miami Herald has a report that begins “Three judges on the U.S Appeals Court for the 11th Circuit on Friday vacated their decision issued last weekend https://t.co/Q0YebiO4JQ,[],13721
2021-07-23 23:59:14,shane_mcminn,Minnesota Woman Loses Both Legs and Both Hands Following Second Pfizer COVID-19 Shot https://t.co/Gmuz5gnz5B,[],1561
2021-07-23 23:59:14,ZakkisMom,_Garrett Pfizer (PFE Covid-19 Vaccine Just 39 Effective in Halting Delta Israel Says Bloomberg https://t.co/cVaRil1J2b,[],1262
2021-07-23 23:59:14,DCViking3,So proud to declare Nashville North as Canada’s new epicenter for Covid.,[],9
2021-07-23 23:59:14,StevePPhill,DICKtator Ronnie is very proud he is spreading deadly COVID. Florida becomes U.S epicenter of COVID reports wrong death count This week's COVID report by the state of Florida lies about hundreds of deaths in its tally #DeathSantis,['DeathSantis'],16761
2021-07-23 23:59:13,IncognitoLloyd,Breakthrough is rare my ass https://t.co/gUDJouOK62,[],72
2021-07-23 23:59:13,Joel_Fast,Republicans are responsible for spreading guns and spreading Covid Stay out of this !!!,[],91
2021-07-23 23:59:13,BigPojo,_tbk _slot Who cares what it's called Did the funding contribute to COVID-19 or not?,[],76
2021-07-23 23:59:13,PotatoRustler,"_cuck Thats a bold statement There are plenty of dr's that are advising their patients to make their own decisions regarding the vax (mine included) I also have friends who have been advised by their Dr's to NOT take the covid vax So no its not the ""entire medical establishment"".🤡",[],1094
2021-07-23 23:59:12,JinderVijay,Every contribution counts Find out how you can also help these organisations fight COVID-19 in India ⬇️ #Covid19IndiaHelp,['Covid19IndiaHelp'],7
2021-07-23 23:59:12,deesbarbara,Unvaccinated nursing instructor in Missouri is hospitalized with Covid and urging everyone to get the vaccine https://t.co/4RafGjevgx,[],4053
2021-07-23 23:59:12,JWoDesigns,Recently found out that the parents of a family friend died from covid They live internationally &amp their country did not have access to the vaccine yet They were under strict quarantine due to age/immunocompromised but one of the grandkids somehow caught it &amp went to visit them,[],12251
2021-07-23 23:59:11,KathryneAlonso,_13 Why don’t insurance companies and Medicare say that will not pay for Covid related care for unvaccinated adults after September 1st?,[],58
2021-07-23 23:59:10,Pgn3540,"Haha come on man you don’t believe that for a second The vaccines are super safe The risks are 1/100,000,000 compared to getting Covid and being unvaccinated.",[],2267
2021-07-23 23:59:10,JayMastahFlexx,_ca1867 _CP24 Business can still refuse you at which point you can take it up with the Human Rights Tribunal which will require proof of exemption religious or otherwise on your part. https://t.co/dybiGf4yNC https://t.co/oswTf06ojD,[],494
2021-07-23 23:59:10,PhilJonesNFL,"#RaiderNation join me and my co-host for a new episode of The tonight at 8:30/5:30 pm est/pst Will discuss on the NFL new Covid-19 memo,#Raiders training camp preview HOF presser Team updates and more!!! https://t.co/IKYwdnpNy2 https://t.co/nfUPw8StQv","['RaiderNation', 'Raiders']",4901
2021-07-23 23:59:09,DaddyAmari,I don’t give a fuck if covid magically disappears from the face of the earth tomorrow morning I’m still wearing my mask I be making faces at you bitches bc I hate y’all and I don’t wanna talk about it so the mask stays.,[],1352
2021-07-23 23:59:09,KoziarJ,There are a lot of great reporters in Tokyo covering the Olympics covid or no covid. Sadly Scritti Politi is not one of them It is an American tragedy.,[],4
2021-07-23 23:59:07,stockarfx,got first covid vaccine :),[],29
2021-07-23 23:59:07,ThidaAye1995,Scene of 3 corpses of Covid-Patients stacked up on one funeral service car by volunteers in Yangon Myanmar is severely suffering from Covid-19 outbreak &amp SAC is covering the real news with their faked stories on air #July23Coup #WhatsHappeningInMyanmar https://t.co/q0UDdPZRLK,"['July23Coup', 'WhatsHappeningInMyanmar']",456
2021-07-23 23:59:07,Irene_X_Adler,1 Nose stabbed 2 Doctor informs you of mandatory vacation 3 The swab (or spit they took gets put in a vial 4 Said vials sent to the lab undergo far more in-depth testing/sequencing to determine the variant (see sources) 5 That takes time 6 You still had COVID-19,[],278
